A1,A2,A3,A4,A5,A6,A7,A8,A9,Class
102,0,103,0,70,-20,1,33,32,positive
102,5,104,4,70,-1,1,34,32,positive
85,0,88,0,2,17,3,86,82,positive
108,325,105,4,62,-1,-3,42,45,positive
82,-4,87,0,-40,0,4,128,124,positive
85,0,88,0,2,-7,3,86,82,positive
102,0,103,-2,72,11,1,31,30,positive
80,0,84,0,-27,0,4,111,107,positive
103,652,96,0,17,-5,-6,78,84,positive
102,0,103,1,70,0,1,33,32,positive
81,2,86,4,-40,0,4,127,123,positive
102,-2,104,0,70,0,1,34,32,positive
84,0,88,0,0,0,3,87,84,positive
83,0,86,-1,-3,-12,3,91,88,positive
77,2,81,0,-42,0,4,125,122,positive
82,0,87,0,-40,3,4,128,124,positive
101,3,102,0,72,13,1,29,28,positive
80,3,84,2,-41,0,4,128,124,positive
77,2,81,0,-42,0,4,125,122,positive
80,0,84,-4,-36,0,4,120,116,positive
104,1,106,8,70,0,1,36,34,positive
103,0,104,2,70,-26,1,34,33,positive
102,0,103,-3,72,8,1,30,29,positive
76,2,80,-1,-40,0,4,122,118,positive
102,0,103,3,70,0,1,33,32,positive
81,-1,86,0,-22,4,4,109,104,positive
78,0,82,0,-45,-24,4,129,125,positive
105,4,107,2,70,0,1,37,35,positive
83,0,87,0,-3,-13,3,91,88,positive
103,1,105,8,70,0,2,35,34,positive
78,0,82,0,-40,0,4,124,120,positive
78,1,82,3,-42,-2,4,126,122,positive
84,0,88,0,-1,-18,3,89,87,positive
84,0,88,0,-1,-11,3,89,87,positive
107,0,108,0,72,7,1,36,34,positive
84,0,88,0,0,-9,3,88,86,positive
80,0,84,0,-26,-1,4,111,107,positive
84,0,88,0,2,0,3,84,81,positive
83,0,86,0,0,17,3,88,84,positive
75,0,80,3,-41,0,4,123,119,positive
105,-1,106,-2,71,0,1,35,34,positive
78,0,83,2,-40,7,4,124,120,positive
104,0,105,0,70,0,1,35,34,positive
79,3,83,0,-28,0,4,112,108,positive
84,-3,88,0,2,1,3,85,82,positive
102,2,103,3,70,-1,1,33,32,positive
103,0,104,-3,72,10,1,31,30,positive
85,0,88,0,1,-5,3,86,83,positive
84,0,88,0,6,0,3,83,79,positive
81,0,86,0,-40,3,4,127,123,positive
84,-1,88,0,6,-2,4,83,78,positive
79,-1,83,0,-40,0,4,124,120,positive
81,0,85,0,-40,1,4,126,122,positive
80,0,84,0,-25,16,4,110,107,positive
79,0,83,0,-29,-7,4,113,109,positive
84,0,88,0,6,-1,3,83,79,positive
81,0,85,0,-12,0,4,99,94,positive
84,0,88,-1,6,-3,4,83,78,positive
83,0,86,0,-3,-12,3,91,88,positive
80,0,84,0,-27,0,4,111,107,positive
106,3,107,0,70,-1,1,37,35,positive
75,3,79,1,-40,0,4,121,118,positive
101,3,102,0,72,13,1,29,28,positive
107,0,108,0,72,14,1,36,34,positive
81,1,85,0,-23,13,4,109,106,positive
81,-5,85,-2,-40,0,4,127,123,positive
102,-1,104,-1,72,11,1,31,30,positive
85,0,88,0,2,18,3,86,82,positive
79,0,83,0,-28,-3,4,112,108,positive
104,0,105,-1,70,0,1,35,34,positive
81,0,84,0,-21,-3,4,106,103,positive
77,-3,81,0,-40,0,4,122,117,positive
84,0,88,-1,-2,-12,3,90,88,positive
76,-2,81,0,-37,18,4,120,114,positive
82,-1,86,0,-10,-2,3,97,93,positive
103,0,104,0,72,11,1,32,31,positive
83,0,87,0,-2,-16,3,90,88,positive
82,0,85,0,-11,-10,3,98,95,positive
82,0,86,0,-40,0,4,127,123,positive
107,0,108,-2,72,13,1,36,34,positive
78,4,81,0,-42,0,4,125,122,positive
77,0,82,0,-40,0,4,123,119,positive
102,0,103,0,70,-8,1,33,32,positive
85,0,88,0,0,-11,3,88,86,positive
77,-2,81,0,-40,0,4,123,118,positive
80,-1,85,-2,-40,1,4,126,122,positive
79,0,83,-1,-40,1,4,124,120,positive
84,0,88,-2,-1,-12,3,89,87,positive
80,0,85,0,-24,0,4,110,105,positive
78,0,82,0,-40,0,4,123,120,positive
81,-5,85,0,-22,-2,4,108,104,positive
79,1,83,0,-36,0,4,121,116,positive
102,3,103,3,70,-1,1,33,32,positive
79,0,83,0,-28,18,4,112,108,positive
80,0,84,0,-26,-4,4,111,106,positive
80,0,84,-5,-36,0,4,120,116,positive
102,0,103,1,70,-4,1,33,32,positive
101,0,102,0,72,4,1,29,28,positive
83,1,86,0,-2,0,3,89,86,positive
79,3,83,0,-42,0,4,127,123,positive
85,3,88,0,1,-6,3,86,84,positive
78,0,82,1,-40,0,4,125,120,positive
85,0,88,0,0,-17,3,87,84,positive
84,0,88,0,0,17,3,87,83,positive
102,-1,103,2,70,0,1,33,32,positive
104,0,105,0,70,0,1,35,34,positive
102,0,103,0,70,-9,1,33,32,positive
79,0,83,0,-28,18,4,112,108,positive
81,0,86,4,-40,6,5,127,122,positive
84,0,88,-2,-2,-12,3,90,88,positive
82,-1,86,0,-10,0,3,96,92,positive
81,0,85,0,-40,1,4,126,122,positive
102,0,103,2,70,-4,1,33,32,positive
77,0,81,0,-40,10,4,122,118,positive
76,1,80,-1,-40,0,4,121,118,positive
84,-2,88,0,6,0,4,83,78,positive
80,4,84,0,-25,0,4,109,106,positive
80,-2,84,0,-25,0,4,110,106,positive
83,1,86,0,-1,0,3,88,85,positive
79,0,83,0,-24,25,4,108,105,positive
79,-1,83,-4,-37,1,4,121,117,positive
79,0,83,0,-40,0,4,124,120,positive
102,2,103,3,70,-1,1,33,32,positive
82,-1,86,0,-10,0,4,97,92,positive
84,0,88,0,2,0,3,84,81,positive
107,0,108,0,72,8,1,36,34,positive
103,0,104,5,70,0,1,34,33,positive
102,0,103,0,72,12,1,31,30,positive
85,-2,88,1,3,1,3,85,81,positive
79,0,83,0,-29,-7,4,113,109,positive
84,-1,88,0,4,0,3,83,79,positive
102,0,103,1,70,-8,1,33,32,positive
85,0,88,0,0,-14,3,88,86,positive
82,0,86,0,-11,-8,3,98,95,positive
104,0,105,0,70,0,1,35,34,positive
81,0,86,0,-40,2,4,127,122,positive
79,0,83,-9,429,6225,3,-346,-349,positive
79,0,83,0,-39,0,4,124,119,positive
85,0,88,0,0,-19,3,87,84,positive
79,0,83,0,-40,0,4,124,120,positive
101,4,102,0,72,13,1,29,28,positive
82,-3,87,0,-40,0,4,128,124,positive
81,0,86,2,-40,7,5,127,123,positive
79,0,83,0,-45,-25,4,129,125,positive
83,0,86,0,-4,0,3,91,87,positive
76,2,80,0,-41,0,4,123,120,positive
76,2,80,0,-40,0,4,121,118,positive
80,-3,84,-4,-40,1,4,126,122,positive
79,0,83,0,-27,20,4,111,107,positive
84,0,88,0,0,0,3,86,84,positive
101,3,102,0,72,13,1,30,29,positive
81,0,86,3,-40,6,5,127,123,positive
103,4,105,6,70,0,1,35,34,positive
82,0,85,0,-8,-15,3,94,90,positive
84,0,87,0,0,20,3,87,83,positive
105,-2,106,-4,71,0,1,35,34,positive
81,-1,85,0,-10,0,4,96,92,positive
101,4,102,0,72,13,1,29,28,positive
84,1,88,0,0,-1,3,87,84,positive
81,0,86,0,-40,3,4,127,123,positive
81,0,86,0,-40,4,4,127,123,positive
77,2,81,0,-42,0,4,125,122,positive
81,0,86,2,-40,7,5,127,123,positive
101,0,102,0,72,14,1,29,28,positive
79,0,83,0,-28,5,4,112,108,positive
103,0,104,0,72,11,1,32,31,positive
101,0,102,0,72,24,1,29,28,positive
76,2,81,0,-42,0,4,125,121,positive
81,0,86,0,-40,3,4,127,123,positive
102,3,103,0,70,-3,1,34,33,positive
80,0,85,5,-40,6,5,126,122,positive
85,0,88,0,2,-24,3,86,82,positive
103,4,104,6,70,0,1,35,34,positive
79,0,83,0,-29,-7,4,113,109,positive
76,-4,80,0,-40,0,4,121,116,positive
102,0,103,-3,72,10,1,30,29,positive
107,0,108,-3,72,7,1,36,35,positive
103,5,104,4,70,0,1,34,33,positive
84,0,88,0,0,0,3,87,84,positive
101,0,103,0,72,13,1,30,29,positive
83,1,86,0,-2,0,3,88,86,positive
101,0,102,0,72,13,1,29,28,positive
105,0,106,0,70,-3,1,36,34,positive
84,0,87,0,0,17,3,88,84,positive
106,0,108,0,70,-9,1,38,36,positive
76,2,81,-1,-42,0,4,125,121,positive
82,-1,86,0,-10,0,3,96,92,positive
101,0,102,0,72,13,1,30,29,positive
84,0,88,0,4,0,3,83,80,positive
102,3,104,5,70,-1,1,34,32,positive
85,2,88,0,0,-2,3,87,85,positive
102,4,103,0,70,-2,1,34,33,positive
79,0,83,0,-28,20,4,112,108,positive
106,0,107,0,71,1,1,36,34,positive
79,0,83,0,-45,-25,4,129,125,positive
84,0,88,0,6,0,3,83,79,positive
84,-2,88,0,1,1,3,86,82,positive
98,493,94,0,13,-5,-4,80,84,positive
84,0,88,0,-2,-12,3,90,88,positive
102,1,103,3,70,-1,1,33,32,positive
76,2,80,0,-40,0,4,121,118,positive
84,-2,88,0,1,1,3,86,82,positive
81,-1,84,0,-21,-3,4,106,103,positive
76,0,80,-6,-42,-10,4,124,120,positive
84,0,87,0,0,17,3,87,83,positive
105,0,107,0,70,-1,1,37,35,positive
104,1,105,4,70,-20,1,35,34,positive
79,0,83,2,-42,-26,4,128,124,positive
81,0,86,0,-40,2,4,127,122,positive
84,-1,88,1,6,0,3,83,78,positive
106,0,107,-1,72,3,1,35,34,positive
82,0,86,0,-40,0,4,127,123,positive
84,4,88,0,6,-7,5,83,78,positive
79,0,83,0,-40,0,4,124,120,positive
79,0,83,-1,-40,1,4,124,120,positive
85,0,88,0,0,-17,3,87,84,positive
104,0,105,0,70,0,1,35,34,positive
84,0,88,0,0,-18,3,88,85,positive
84,0,88,0,6,0,3,83,79,positive
81,0,86,2,-40,7,5,127,123,positive
102,0,103,2,72,22,1,31,30,positive
81,-5,84,0,-22,-5,4,108,104,positive
74,7,78,9,-42,-1,4,122,118,positive
80,2,84,0,-28,0,4,112,108,positive
104,0,105,0,72,11,1,33,32,positive
81,0,86,4,-40,5,5,127,122,positive
80,-2,84,0,-25,0,4,110,106,positive
84,0,87,-4,0,1,3,86,83,positive
84,0,88,0,6,-1,3,83,79,positive
84,0,88,0,3,-7,3,84,80,positive
76,-4,80,0,-40,0,4,121,116,positive
83,0,86,0,-5,0,3,92,88,positive
106,3,108,-1,70,-1,1,38,36,positive
101,0,102,-1,72,6,1,29,28,positive
81,0,86,0,-40,3,4,127,122,positive
104,0,105,0,70,0,1,35,34,positive
85,0,88,0,2,19,3,86,82,positive
84,-2,88,0,1,1,3,86,82,positive
106,-1,108,0,70,0,1,38,36,positive
81,0,86,1,-40,6,4,127,123,positive
85,0,88,1,6,0,3,83,80,positive
82,-3,87,0,-40,1,5,128,124,positive
83,0,86,0,-1,19,3,89,85,positive
102,0,103,1,72,20,1,31,30,positive
78,0,82,3,-42,-2,4,126,122,positive
84,0,87,0,0,17,3,87,83,positive
79,0,83,0,-28,24,4,112,108,positive
85,0,88,2,6,0,3,83,80,positive
83,0,87,0,0,18,3,88,84,positive
84,0,88,3,5,0,3,83,80,positive
82,-1,86,0,-10,0,4,96,92,positive
101,0,102,0,72,14,1,29,28,positive
80,-3,85,0,-24,0,4,110,105,positive
105,1,106,0,70,-2,1,36,34,positive
81,0,84,0,-16,22,3,101,98,positive
123,1341,105,0,36,-4,-18,69,86,positive
84,0,88,0,-2,-14,3,90,88,positive
84,0,87,-188,0,1,3,87,84,positive
81,1,86,0,-40,4,4,127,122,positive
82,-1,86,0,-11,0,4,97,93,positive
77,0,81,-3,-41,-5,4,124,120,positive
103,3,104,0,70,-2,1,35,34,positive
102,0,102,0,70,-9,1,33,32,positive
76,2,80,0,-40,0,4,121,118,positive
79,0,83,0,-26,18,4,111,107,positive
107,0,108,-1,72,15,1,36,34,positive
102,0,103,2,70,-1,1,33,32,positive
84,-1,88,0,6,0,4,83,78,positive
84,0,88,3,5,0,3,83,80,positive
85,-1,88,0,4,0,3,83,80,positive
105,1,106,0,70,-2,1,36,34,positive
81,0,86,0,-40,3,4,127,122,positive
81,0,86,0,-40,2,4,127,122,positive
76,2,80,0,-40,0,4,121,118,positive
80,0,85,1,-40,6,4,126,122,positive
106,-2,107,-4,71,0,1,35,34,positive
106,2,108,-1,70,-2,1,38,36,positive
83,0,86,-5,0,1,3,87,84,positive
80,1,84,0,-28,0,4,112,108,positive
78,4,81,0,-41,0,4,124,121,positive
83,0,87,0,-2,-18,3,90,88,positive
79,0,83,0,-27,21,4,111,107,positive
84,0,88,-1,-1,-11,3,89,87,positive
84,0,87,0,0,-9,3,88,86,positive
79,-4,83,-5,-40,1,4,125,121,positive
84,0,87,-2,-1,0,3,88,85,positive
107,0,108,-4,71,4,1,36,36,positive
81,3,84,0,-20,4,4,106,103,positive
84,-1,88,1,6,0,3,83,78,positive
84,-1,88,0,6,0,4,83,78,positive
79,0,83,0,-36,0,4,121,116,positive
106,-1,108,-2,70,3,1,37,36,positive
81,1,86,0,-40,3,4,127,122,positive
82,0,86,0,-2,23,3,89,85,positive
82,0,85,0,-6,-13,3,93,89,positive
84,0,88,0,2,0,3,84,81,positive
103,0,104,-1,72,10,1,32,31,positive
84,0,88,0,3,-7,3,84,80,positive
103,0,104,-2,72,10,1,31,30,positive
102,0,103,0,70,-8,1,33,32,positive
107,-1,107,-6,71,4,1,36,35,positive
79,0,84,0,-40,7,4,125,120,positive
107,0,108,0,72,11,1,36,34,positive
103,2,105,8,70,0,1,35,34,positive
106,0,107,-1,72,3,1,35,34,positive
84,0,88,0,0,-16,3,88,86,positive
81,0,86,0,-40,3,4,127,123,positive
84,0,87,-2,-1,0,3,88,85,positive
81,0,86,1,-40,6,4,127,123,positive
101,0,102,1,72,30,1,30,29,positive
78,1,82,0,-37,0,4,121,116,positive
102,0,103,1,70,-13,1,33,32,positive
81,0,85,-1,-40,0,4,126,122,positive
78,-1,82,0,-40,0,4,123,118,positive
84,0,88,0,0,17,3,87,83,positive
116,229,102,0,30,-2,-14,71,85,positive
101,1,103,0,72,12,1,30,29,positive
85,0,88,3,5,0,3,83,80,positive
102,0,103,0,72,14,1,31,30,positive
80,-1,84,0,-25,0,4,110,106,positive
102,0,103,-3,72,10,1,31,30,positive
102,0,103,0,70,-9,1,33,32,positive
82,0,86,2,-40,4,5,128,124,positive
81,3,84,0,-20,8,4,105,102,positive
84,0,88,-1,-2,-16,3,90,88,positive
79,0,83,0,-28,-6,4,112,108,positive
80,0,84,0,-25,20,4,110,107,positive
84,0,88,1,3,0,3,84,81,positive
79,0,83,0,-25,26,4,109,106,positive
79,0,83,-2,-38,0,4,122,118,positive
103,2,104,8,70,0,1,35,34,positive
85,0,88,0,2,20,3,86,82,positive
105,0,106,7,70,0,1,36,34,positive
76,-1,80,0,-40,0,4,121,116,positive
84,0,88,0,-2,-12,3,90,88,positive
79,0,83,-1,-40,2,4,124,120,positive
83,1,86,0,-2,0,3,89,86,positive
102,0,102,1,70,-5,1,33,32,positive
106,0,107,0,72,5,1,35,34,positive
106,-2,107,-5,72,0,1,35,34,positive
101,1,103,0,72,12,1,30,29,positive
102,-1,104,0,70,0,1,34,32,positive
121,1365,104,1,33,-4,-17,70,86,positive
79,0,84,0,-40,0,4,125,120,positive
75,0,80,3,-42,0,4,124,120,positive
101,0,102,0,72,14,1,29,28,positive
104,0,105,0,70,-2,1,35,33,positive
104,1,105,5,70,-18,1,35,34,positive
85,1,88,0,0,-7,3,87,85,positive
83,1,86,0,-1,0,3,88,85,positive
82,-4,87,0,-40,0,4,128,124,positive
103,2,104,8,70,0,1,35,34,positive
106,-2,107,-3,72,0,1,35,34,positive
79,0,84,4,-40,9,5,125,121,positive
84,0,88,0,0,0,3,86,83,positive
76,1,80,-1,-40,-1,4,122,118,positive
84,0,87,-6,0,0,3,87,84,positive
79,-1,83,0,-40,0,4,125,120,positive
78,0,82,0,-40,0,4,125,120,positive
83,0,87,0,0,20,3,88,84,positive
81,-1,84,0,-21,-3,4,106,103,positive
103,0,104,0,72,11,1,32,31,positive
81,0,85,-1,-40,0,4,126,122,positive
79,1,83,3,-42,-21,4,127,123,positive
84,0,88,0,-2,-15,3,90,88,positive
104,-2,105,-3,70,0,1,35,34,positive
84,0,88,0,0,-17,3,88,86,positive
102,0,103,2,70,-9,1,33,32,positive
89,0,91,-4,275,3558,2,-183,-185,positive
76,0,80,-6,-42,-7,4,124,120,positive
84,0,87,-7,341,4704,3,-253,-256,positive
84,-2,88,0,5,0,4,83,78,positive
106,0,108,-2,70,-3,1,38,36,positive
81,0,86,0,-40,4,4,127,123,positive
84,-1,88,1,6,0,3,83,78,positive
83,0,87,0,0,0,3,88,84,positive
85,0,88,0,2,-11,3,86,82,positive
84,0,87,-385,0,0,3,87,84,positive
81,0,86,0,-40,1,4,127,122,positive
81,1,86,0,-40,2,4,127,122,positive
78,0,82,2,-41,0,4,125,121,positive
84,0,88,0,-2,-16,3,90,88,positive
104,1,105,8,70,0,1,35,34,positive
116,166,106,0,49,-1,-10,56,65,positive
85,0,88,0,2,-17,3,86,82,positive
81,1,86,0,-40,2,4,127,122,positive
79,1,84,0,-40,5,4,125,121,positive
103,4,104,6,70,0,1,35,34,positive
106,0,108,1,70,-13,1,38,36,positive
115,1126,101,0,29,-5,-13,72,85,positive
101,0,102,0,72,13,1,30,29,positive
80,3,84,0,-28,0,4,112,108,positive
82,0,86,0,-40,0,4,127,123,positive
83,0,86,0,-3,-15,3,91,88,positive
79,0,83,0,-40,0,4,124,120,positive
85,1,88,0,0,-1,3,87,85,positive
76,0,80,-5,-39,0,4,120,117,positive
84,0,88,-2,-1,-11,3,89,87,positive
106,4,108,0,70,0,1,38,36,positive
104,0,105,0,72,10,1,33,32,positive
81,1,86,2,-40,4,4,127,123,positive
101,3,102,0,72,19,1,29,28,positive
107,0,108,-5,71,6,1,36,36,positive
84,0,88,0,-1,-18,3,89,87,positive
102,2,104,7,70,0,1,34,33,positive
85,4,88,0,2,-5,3,86,83,positive
81,0,86,0,-40,3,4,127,123,positive
79,0,83,0,-27,24,4,111,107,positive
84,0,88,0,-2,-15,3,90,88,positive
80,0,84,0,-28,-5,4,112,108,positive
106,2,108,-1,70,-2,1,38,36,positive
84,0,88,0,1,17,3,86,82,positive
103,0,104,0,70,0,1,34,33,positive
115,882,105,2,48,-3,-10,56,66,positive
80,2,84,0,-41,0,4,127,123,positive
84,0,87,-6,0,1,3,87,84,positive
81,0,86,0,-40,2,4,127,122,positive
81,1,84,1,-16,0,4,101,98,positive
79,0,83,0,-28,24,4,112,108,positive
103,-4,105,-3,70,0,1,35,33,positive
79,0,83,0,-40,0,4,124,120,positive
106,-1,108,0,70,0,1,38,36,positive
102,4,104,7,70,0,1,34,33,positive
82,0,86,0,-11,0,4,97,93,positive
98,0,99,0,134,1114,1,-35,-36,positive
78,0,82,3,-42,-6,4,126,122,positive
102,2,103,0,72,12,1,31,30,positive
106,0,108,-2,70,-3,1,38,36,positive
102,-1,104,0,72,11,1,31,30,positive
107,0,108,0,72,8,1,36,34,positive
80,2,84,0,-42,-3,4,128,124,positive
78,4,82,0,-42,0,4,126,122,positive
107,0,108,-5,72,8,1,36,35,positive
81,0,86,0,-40,4,4,127,123,positive
84,1,87,0,0,0,3,88,86,positive
102,4,104,4,70,-1,1,34,32,positive
82,1,86,3,-40,1,5,128,124,positive
105,0,106,0,71,1,1,35,34,positive
92,0,94,-3,207,2376,2,-113,-115,positive
106,-1,108,0,70,0,1,38,36,positive
102,0,103,0,70,-9,1,33,32,positive
75,4,79,7,-42,-1,4,123,119,positive
103,0,104,0,72,11,1,32,31,positive
85,0,88,0,2,-7,3,86,82,positive
102,0,103,2,70,-4,1,33,32,positive
74,0,79,4,-42,0,4,123,119,positive
102,5,104,4,70,-1,1,34,32,positive
77,0,81,-3,-40,1,4,122,118,positive
79,0,83,0,-26,21,4,110,106,positive
79,2,83,0,-42,0,4,127,123,positive
80,2,84,0,-26,0,4,111,107,positive
81,0,86,0,-40,5,4,127,122,positive
101,0,102,0,72,4,1,29,28,positive
80,3,84,0,-28,0,4,112,108,positive
79,0,83,0,-38,0,4,123,118,positive
103,3,104,8,70,0,1,35,34,positive
82,-1,86,0,-10,0,4,96,92,positive
84,0,88,-6,0,0,3,88,84,positive
101,0,102,2,70,0,1,31,30,positive
105,0,107,-2,70,-3,1,37,35,positive
81,0,85,-1,-40,0,4,126,122,positive
105,0,107,-2,70,-3,1,37,35,positive
85,0,88,0,2,-19,3,86,82,positive
80,0,84,-4,-36,0,4,120,116,positive
83,0,86,0,-4,0,3,92,88,positive
82,0,85,0,-5,-13,3,92,88,positive
78,0,82,0,-40,0,4,124,119,positive
80,-3,83,0,-25,-6,4,110,106,positive
80,-4,85,0,-22,0,4,109,104,positive
102,-1,104,-1,72,11,1,31,30,positive
81,0,86,0,-40,4,4,127,122,positive
75,0,80,2,-41,0,4,123,119,positive
80,-5,85,-3,-40,0,4,126,122,positive
80,3,84,0,-28,0,4,112,108,positive
85,0,88,0,1,-22,3,86,83,positive
103,0,104,0,72,10,1,32,31,positive
84,0,88,-1,1,0,3,85,82,positive
102,0,103,2,70,0,1,33,32,positive
81,3,85,4,-40,0,4,128,124,positive
82,0,87,0,-40,0,4,128,124,positive
102,0,103,-2,72,12,1,30,29,positive
82,0,87,1,-40,4,5,128,124,positive
105,3,107,1,70,0,1,37,35,positive
101,2,102,0,72,25,1,29,28,positive
106,0,108,-2,70,-3,1,38,36,positive
77,2,81,0,-42,0,4,125,122,positive
101,0,102,2,72,24,1,30,29,positive
119,1306,103,1,30,-4,-16,72,88,positive
102,2,103,0,72,12,1,30,29,positive
81,-3,86,0,-40,0,4,127,123,positive
102,0,104,0,72,11,1,31,30,positive
79,0,83,0,-29,-7,4,113,109,positive
84,0,88,0,2,0,3,84,81,positive
83,0,86,0,-3,-12,3,91,88,positive
85,0,88,2,6,0,3,83,80,positive
105,0,106,0,70,-3,1,36,34,positive
83,0,87,0,-1,18,3,89,85,positive
106,4,107,2,70,0,1,37,36,positive
80,1,84,2,-42,-20,4,128,124,positive
81,3,84,0,-17,0,4,103,99,positive
85,0,88,0,0,-8,3,87,85,positive
78,3,81,1,-42,0,4,125,122,positive
79,0,83,0,-28,24,4,112,108,positive
77,3,81,-1,-42,0,4,125,121,positive
102,1,102,0,70,-5,1,33,32,positive
76,2,80,0,-40,0,4,121,118,positive
81,1,86,2,-40,1,4,127,122,positive
82,0,86,2,-40,6,5,128,124,positive
84,0,88,0,0,-10,3,88,86,positive
102,1,103,0,72,12,1,31,30,positive
82,0,86,0,-40,0,4,127,123,positive
81,0,86,0,-40,2,4,127,122,positive
102,0,103,2,70,-2,1,33,32,positive
106,0,108,0,70,0,1,38,36,positive
82,0,86,0,-40,0,4,128,124,positive
84,0,88,0,2,-1,3,84,81,positive
78,0,83,0,-40,10,4,124,119,positive
84,0,88,0,6,0,3,83,79,positive
104,0,105,8,70,0,2,35,34,positive
76,1,80,-1,-40,-2,4,122,118,positive
76,-1,80,-3,-40,0,4,121,117,positive
84,0,87,0,0,20,3,88,84,positive
103,5,104,4,70,0,1,34,33,positive
80,-4,84,0,-22,-5,4,108,104,positive
105,2,106,0,70,-1,1,36,34,positive
76,2,80,0,-40,0,4,121,118,positive
84,-2,88,0,6,0,4,83,78,positive
84,0,87,0,0,17,3,87,83,positive
84,0,88,0,-1,-18,3,89,87,positive
103,0,104,0,72,11,1,32,31,positive
107,0,108,0,72,15,1,36,34,positive
81,0,85,-1,-40,0,4,126,122,positive
84,0,88,0,0,-15,3,88,86,positive
84,0,87,-550,-2,0,3,90,86,positive
80,2,84,0,-27,0,4,111,107,positive
106,4,108,1,70,0,1,38,36,positive
82,0,86,0,-11,0,4,98,93,positive
84,0,88,-1,6,-4,4,83,78,positive
84,0,88,-1,4,-4,4,83,79,positive
102,0,103,2,70,0,1,33,32,positive
84,-2,88,0,1,1,3,86,82,positive
82,0,85,-430,-11,-2,3,97,93,positive
85,1,88,0,0,-1,3,87,85,positive
81,0,85,0,-12,0,4,99,94,positive
106,0,107,0,72,4,1,35,34,positive
81,0,86,0,-40,4,4,127,122,positive
103,2,104,0,70,-1,1,35,34,positive
82,0,86,0,-10,0,4,96,92,positive
80,0,84,-1,-40,0,4,125,121,positive
83,0,86,0,-2,0,3,90,86,positive
81,1,86,2,-40,4,4,127,123,positive
105,1,106,0,70,-2,1,36,34,positive
83,0,87,0,-1,18,3,89,85,positive
82,0,85,0,-5,17,3,92,89,positive
102,3,103,0,70,-4,1,34,33,positive
77,0,81,-4,-42,-15,4,125,121,positive
106,0,107,0,72,7,1,35,34,positive
102,4,103,3,70,-1,1,33,32,positive
102,-3,104,0,70,0,1,34,32,positive
102,0,103,0,70,-2,1,33,32,positive
79,0,83,0,-28,0,4,112,108,positive
105,-3,106,-6,70,1,1,36,34,positive
105,0,107,-2,70,-3,1,37,35,positive
103,2,104,8,70,0,1,35,34,positive
102,0,103,0,72,31,1,31,29,positive
105,0,107,-2,70,-3,1,37,35,positive
81,0,84,1,-13,0,4,99,95,positive
84,0,88,-2,1,0,3,86,82,positive
81,0,86,2,-40,6,5,127,123,positive
81,0,85,0,-12,0,4,99,94,positive
76,2,80,-3,-41,0,4,124,119,positive
103,5,104,4,70,0,1,34,33,positive
80,-2,84,0,-24,-3,4,109,105,positive
102,0,103,0,72,13,1,30,29,positive
76,-3,80,0,-40,0,4,121,116,positive
79,0,83,0,-37,0,4,122,117,positive
102,0,103,1,70,-6,1,33,32,positive
104,4,105,4,70,0,1,35,34,positive
76,0,80,-5,-40,-2,4,121,118,positive
84,0,88,0,-2,-14,3,90,88,positive
106,0,107,7,70,0,1,37,35,positive
82,0,86,0,-1,23,3,87,83,positive
74,2,79,6,-42,0,4,123,118,positive
84,0,87,0,-1,-15,3,89,86,positive
77,1,81,0,-40,0,4,122,118,positive
78,4,81,0,-42,0,4,125,122,positive
103,3,104,8,70,0,1,35,34,positive
84,2,88,0,3,-8,3,85,80,positive
102,1,103,-2,72,11,1,30,29,positive
101,0,102,-1,72,5,1,29,28,positive
83,1,86,0,-2,0,3,89,86,positive
83,0,86,-1,-4,-14,3,91,89,positive
106,0,107,0,72,4,1,35,34,positive
82,0,86,0,0,22,3,87,83,positive
101,1,103,0,72,12,1,30,29,positive
103,0,104,0,70,-7,1,34,32,positive
102,0,102,1,70,-5,1,33,32,positive
82,0,85,0,-4,18,3,92,88,positive
81,0,86,0,-40,4,4,127,122,positive
117,197,104,0,45,-2,-12,59,71,positive
101,3,102,0,72,13,1,29,28,positive
102,0,103,2,70,0,1,33,32,positive
75,0,80,3,-42,0,4,124,120,positive
83,0,86,0,-2,-10,3,90,87,positive
101,3,102,-1,72,12,1,29,28,positive
84,0,88,0,2,0,3,85,82,positive
79,-4,83,-5,-40,0,4,125,121,positive
102,0,103,2,70,-2,1,33,32,positive
84,0,88,0,4,0,3,83,80,positive
85,0,88,0,0,-8,3,87,85,positive
84,0,87,0,1,17,3,86,82,positive
74,5,78,5,-41,-1,4,121,118,positive
101,2,102,-1,72,12,1,29,28,positive
101,2,102,-1,72,12,1,29,28,positive
81,0,86,0,-40,3,4,127,123,positive
84,1,87,0,0,0,3,88,86,positive
102,5,104,4,70,-1,1,34,32,positive
84,0,88,-1,-2,-16,3,90,88,positive
76,1,80,0,-40,0,4,121,118,positive
78,0,82,1,-40,0,4,125,120,positive
81,0,84,1,-13,-2,3,99,96,positive
106,0,107,0,71,2,1,35,34,positive
82,0,86,0,-10,0,4,96,92,positive
82,0,86,0,-10,0,4,96,92,positive
103,677,96,0,18,-5,-7,77,84,positive
79,0,84,4,-40,7,4,125,121,positive
84,0,88,-513,0,-1,3,88,84,positive
78,1,81,3,-42,0,4,125,122,positive
76,1,80,-4,-42,-3,4,124,120,positive
83,0,87,0,-2,-12,3,90,88,positive
80,0,85,4,-40,7,5,126,122,positive
