Length real,Diameter real,Height real,Whole_weight real,Shucked_weight real,Viscera_weight real,Shell_weight rea,Class
0.6274912468290907,0.5233216624387877,0.20210229853696998,1.6006040491711517,0.5873889482921207,0.29747686087842456,0.5646460643915161,positive
0.7028575449407503,0.5597145269644501,0.19,1.8996256332816817,0.7845005629170503,0.4165609092962639,0.5052186231121292,positive
0.529293131556921,0.4148297730015361,0.17231679277692435,0.8682579365426182,0.35919763387799963,0.20184824213169478,0.21090305589076638,positive
0.6386511287652312,0.5054766931478468,0.18182556438261557,1.333176546838341,0.5224279682225839,0.26118767245917834,0.49960451506092474,positive
0.525,0.4198727397245318,0.13879995434338316,0.8690636301377341,0.3084781187290386,0.18659633790263414,0.26094552510568053,positive
0.6831374768269659,0.5222172969970612,0.18740576566568706,1.3168137476826967,0.5430709547648055,0.23702106321818503,0.436862523173034,positive
0.5325938481633453,0.41,0.163609227754982,0.8736203075918327,0.3376169175508003,0.20282338351016005,0.244867702857563,positive
0.5593396770119817,0.42843672758683365,0.14909705057485192,0.8580457654017905,0.30821160816107973,0.17244195919460145,0.31409705057485193,positive
0.57,0.4682984089794281,0.18963872718354247,1.0096632905791072,0.44111668599128984,0.18406647262025097,0.30231936359177125,positive
0.44003404368603466,0.3281547882252803,0.12687925546075432,0.40568292953934754,0.14394393846422016,0.07397707578501526,0.13939627730377166,positive
0.4793294078266934,0.3725176408705182,0.13409411652191242,0.5674893915683277,0.22336352147948246,0.11159764469601605,0.19389410695816783,positive
0.5727602359042598,0.4611988204787005,0.1811988204787005,1.0394368492553356,0.4160239424467297,0.1794590563829604,0.34916377446815844,positive
0.5475549388345873,0.43537430618891076,0.1609031632283829,0.8438327693087394,0.36216517756062044,0.1799340733984952,0.2360130408975576,positive
0.6717786303816767,0.5264723287977097,0.20058301360687122,1.352365643541988,0.5144871235782411,0.2739209859465688,0.41294465759541915,positive
0.6460309338607568,0.4918041342563245,0.18871133267405393,1.3081237208306922,0.48273713524524364,0.35655154669303785,0.3452577334651892,positive
0.5859098551460059,0.49,0.1914540869123964,1.2953427185772985,0.5185620926050679,0.2618010087927279,0.3958163476495856,positive
0.6178022635153291,0.482802263515329,0.1885988682423355,1.3532745675632103,0.5302898302363503,0.23904124493343096,0.4721016976364968,positive
0.5656576601205103,0.47934233987948954,0.17763064048204175,0.9665360717474013,0.39836490180765655,0.21177746540949885,0.27894596072306266,positive
0.6585683481487913,0.5056284400875243,0.19,1.338728394727355,0.5394699540306335,0.2351934403921228,0.4443715599124757,positive
0.57,0.47236380567235225,0.19289104453788183,1.0216968647901628,0.4546951109456566,0.1879692534454582,0.3039455222689409,positive
0.5569942102378925,0.4489956576784195,0.14399565767841946,0.8297066582264235,0.34848805861565346,0.16240246064889563,0.26600434232158054,positive
0.6723611222094998,0.517243594865923,0.18574786495530765,1.31573611222095,0.5399209434150846,0.23959080931927312,0.44763887779050016,positive
0.5701123465416006,0.47443826729199706,0.19443826729199706,1.0299044475497623,0.46156763948446994,0.19005061383359764,0.3067975446656094,positive
0.6234338679692473,0.5013433867969247,0.22925290562460215,1.638910210367073,0.519775180147985,0.32442459902306453,0.6685058112492043,positive
0.5558326842932173,0.434373539659739,0.14770817107330433,0.8445642037303045,0.3368105042016433,0.17595953405754794,0.28291828926695667,positive
0.6271717376939152,0.5161760842886995,0.1695021732973922,1.5874934801078233,0.5985945620365264,0.29335782859060505,0.4255195596765299,positive
0.6153155074173281,0.477578876854332,0.158710561572834,1.5832482639499834,0.5603312827881944,0.32684224629133596,0.3503155074173281,positive
0.49290965888890764,0.3734839018518206,0.1284839018518206,0.5059286391108561,0.1891110041851483,0.08025492518509769,0.18021816396286236,positive
0.5674760464480104,0.455,0.1508253488160035,0.8231411162112112,0.356746511839965,0.15561606985438564,0.26990418579204206,positive
0.6514817928331625,0.5259358691577869,0.18015597819296447,1.6313032585607923,0.6008448624565743,0.3459427982849214,0.5308656789709529,positive
0.6312845091151343,0.48814225455756716,0.1705138036460537,1.5105991184483116,0.5276838574344386,0.32253757671855166,0.395197469141782,positive
0.5860087750046906,0.48828320714151696,0.1941416035707585,1.3239680489344012,0.5305,0.251167291783503,0.4203007571508982,positive
0.6304692435718221,0.5223000237762411,0.17091539010220946,1.5832538296933716,0.605896182194749,0.2876107469176815,0.4382385109198852,positive
0.6354597669136867,0.5004597669136867,0.18045976691368665,1.313002291871837,0.5284758657183972,0.24928160375326733,0.48362069925893997,positive
0.5228574701640125,0.42328597613121,0.12171402386879002,0.8499596696661763,0.2810002291148087,0.17154353794114593,0.28657195226241994,positive
0.5273550216578029,0.42323373375664786,0.12294377707225353,0.867265382038786,0.28497277274069294,0.17835502165780281,0.2923550216578028,positive
0.6578825823775712,0.5155870881121437,0.19576516475514255,1.5447445862916362,0.4892526429091573,0.3058931540142007,0.5909432413981414,positive
0.6724055220687206,0.5414433132412324,0.19,1.851663697258235,0.7418677308962088,0.4017916782033295,0.44720751954091276,positive
0.6560835600503159,0.5093962300880528,0.17614554993710518,1.3239566070792474,0.519177905182395,0.35705417800251577,0.34777089001257894,positive
0.48522869417472203,0.3862855097087966,0.1412855097087966,0.6103897592237804,0.20421690145638,0.11609942718463051,0.22143934126232506,positive
0.5658512909814639,0.45414870901853605,0.170851290981464,0.9148426516183471,0.34846981145912637,0.1577877110610744,0.31574354509268004,positive
0.7408715745647879,0.5798394682059849,0.19412842543521205,2.0021237225581054,0.8035574839143234,0.42894957040133647,0.672093723503573,positive
0.5447800834268304,0.41,0.1453298748597544,0.8730109958286585,0.30410477057621643,0.1961209541152433,0.30884543799085956,positive
0.480684428150344,0.39294671554896793,0.14863114369931194,0.6803364721444152,0.21491065689020641,0.13906270088427752,0.24203973316125,positive
0.655,0.5270005592554432,0.18900018641848104,1.4267502330231012,0.4944997203722784,0.3176000745673924,0.5530022370217725,positive
0.6568472519390629,0.5218472519390629,0.20184725193906286,1.3596270092271572,0.5040941327894682,0.2856403282964069,0.4194582441828113,positive
0.48805173795659385,0.39902586897829695,0.1459741310217031,0.6782793048173624,0.23483063834039944,0.1338573161858101,0.24970129344891484,positive
0.6469974156978318,0.5009793255826539,0.16498707848915867,1.5437291901205894,0.593697157267615,0.32498320203590625,0.439922470934952,positive
0.6033496332545374,0.47834963325453744,0.17497555011819382,1.1383850855555109,0.47164180925918503,0.2594608801891101,0.32334963325453747,positive
0.6299065586829932,0.48876856393117246,0.19,1.352722091937127,0.5335689973759103,0.23671082924619447,0.4612314360688275,positive
0.6415764778369984,0.49,0.1891441194592496,1.2996957497010344,0.47908558805407503,0.3505516302417847,0.34542794027037516,positive
0.6390614737553963,0.5029061473755396,0.21675082099568294,1.6353158610362588,0.5055540588825893,0.3127038946834527,0.6435016419913658,positive
0.5665901515112676,0.43775876622877263,0.15116861471750503,0.8504845562811066,0.3105939069251308,0.16053046537434612,0.316168614717505,positive
0.6788649376830297,0.5322162344207575,0.17278376557924258,1.786200404140815,0.678543448954559,0.30432962839111694,0.6502705736792906,positive
0.49429551049837417,0.37117414916937636,0.1261741491693764,0.4870810572221112,0.18638549601986412,0.07378761767425385,0.17278076032539194,positive
0.6291340863442667,0.48831416843780395,0.19,1.3530992401966229,0.5334099589532314,0.23675172484059764,0.461685831562196,positive
0.5865491595893407,0.49,0.19107050424639557,1.2930540086701603,0.5172706976295317,0.2626448906579298,0.3942820169855822,positive
0.5066238934340102,0.4091399333962564,0.14124198001887692,0.6869961828717956,0.26913993339625636,0.12520058068491433,0.25579590675475883,positive
0.47706304218932777,0.36809456328399165,0.1360315210946639,0.6019642275944835,0.20837249851772693,0.11928510695559248,0.17912608437865554,positive
0.6474534910968133,0.4886802366452198,0.16113372774203302,1.470966840438423,0.5710133493416097,0.31249069821936265,0.3959476921292859,positive
0.5372140877191605,0.41583943421062963,0.13526760964895057,0.8704695785087272,0.29532479210511847,0.18821408771916048,0.3022140877191605,positive
0.620773874735414,0.485773874735414,0.187113062632293,1.3461427006350064,0.5300669593948439,0.24067563110447768,0.47433040605156046,positive
0.657886545670701,0.5125514549237268,0.17389181791162373,1.3267963094313542,0.5257137280562911,0.357144327283535,0.34822163641767523,positive
0.4842143114222363,0.38797614762960614,0.14297614762960614,0.6241853646575861,0.20621185420293525,0.1208332133628972,0.22688319536733176,positive
0.6575719571094206,0.5190575656875365,0.165,1.369346340998245,0.57021866808426,0.34145542735634854,0.36188486862492697,positive
0.6383202320148449,0.5028320232014845,0.2173438143881241,1.6354863466365857,0.5062285888664911,0.31325982598886637,0.6446876287762482,positive
0.5538172278790495,0.440718487934027,0.13833823592303152,0.8507815120659731,0.2995283619285293,0.15635189008246625,0.305718487934027,positive
0.6596405398435178,0.5165468466145059,0.19168164417318675,1.3178273423307254,0.5421142453938463,0.2400629055273844,0.4166367116536265,positive
0.6603158513033762,0.525,0.20247318957299032,1.3646996475707556,0.5037216832944373,0.2952008223349036,0.40620978435948546,positive
0.59930288388841,0.48232572097210247,0.1730228370836925,1.0749194700270355,0.4122199531952825,0.22932632115214327,0.3233143024302563,positive
0.5407011924281849,0.40929880757181514,0.16317827917750838,0.955604267029949,0.2636585690861782,0.20033684826368653,0.3606553659268319,positive
0.6485967589222422,0.5234408432469357,0.1793763372987743,1.6256881686493871,0.595518801084589,0.34411021081173393,0.524075204338356,positive
0.6413113202214992,0.5255754775635096,0.1697547191140035,1.5494943483674144,0.6176896264273563,0.28175282581629285,0.4500849157915166,positive
0.4858277275745089,0.38272928618851404,0.13595077930700256,0.6008164885606957,0.236452994114368,0.11549663654470535,0.2115324034165242,positive
0.5033426778764762,0.40757129067421255,0.14051425813484253,0.6810595945821848,0.27014258134842506,0.12579990347194875,0.2505142581348425,positive
0.5448183123600618,0.44244549370801856,0.18507267505597527,0.9643135906739784,0.33895384914690074,0.1901707863815419,0.3252180251679258,positive
0.6122525720866488,0.5041105002879089,0.19903157151083112,1.3366578575541554,0.5184052854675066,0.2689168145900751,0.41,positive
0.6183697556326784,0.49,0.1833424389081696,1.2535723893199484,0.479665756109183,0.31022995041177875,0.34832878054591515,positive
0.5392728050936456,0.41187263388762535,0.17958175592508355,0.9783963854262208,0.2676635118501671,0.20848907067565214,0.3742728050936455,positive
0.5471319650626755,0.4147969213910197,0.14553299126566885,0.867403591710477,0.310055792567727,0.19205586463405044,0.3046700873433114,positive
0.5018784445433953,0.4065027556347162,0.13849724436528385,0.6880015918750111,0.26631491118037665,0.12790716465026206,0.2530055112694323,positive
0.643640943781018,0.4904362248759279,0.15771811243796396,1.476632588407264,0.5977516586073172,0.30968960442773064,0.382718112437964,positive
0.6352254341896901,0.502522543418969,0.21981965264824793,1.6361981501363712,0.509044854887382,0.31558092435773244,0.6496393052964958,positive
0.7387680479285547,0.5772100599106934,0.19623195207144528,2.020529580625146,0.7832058637087669,0.4248476934606817,0.7162151946985647,positive
0.46456208629773776,0.34608449637679395,0.125,0.4231465826745317,0.15390984528983215,0.06441241725954755,0.1520417337944539,positive
0.5360880914957598,0.41985608132956426,0.175,0.8940817657089872,0.3637976437146408,0.19702071765381618,0.2271761829915196,positive
0.540477557941855,0.410426930469774,0.178617953646516,0.9787337162237194,0.26573590729303204,0.20817583493511768,0.375477557941855,positive
0.6110175236309306,0.49401168242062043,0.17498539697422447,1.2127585274067976,0.4695696257063869,0.287401168242062,0.34297955576391426,positive
0.49194696470854427,0.3730530352914557,0.1295795529371836,0.5371868399479596,0.19492236469723112,0.0886655599841616,0.1769378917577849,positive
0.5736392743138501,0.45,0.17136072568614982,1.0224626473748435,0.37818036284307494,0.16941141945108015,0.36050693764930336,positive
0.5425373133222002,0.4411465399969637,0.1847557666717272,1.003527815318253,0.33087177731734213,0.19587991867537075,0.36729307999392735,positive
0.6810973896940027,0.5466584338164016,0.19,1.8653533887680542,0.7540363455716038,0.40600723400159133,0.4637655273670751,positive
0.6331683585334673,0.4981683585334673,0.18091582073326634,1.3163959395196785,0.52913737310999,0.24749259719340702,0.48362626890010046,positive
0.7433462715092448,0.582932839386556,0.19165372849075515,1.9804701242941074,0.827500176851944,0.4337752294430275,0.6201869550935892,positive
0.7265294848259402,0.5733704163718882,0.19684093154594806,1.9216707635822565,0.8008809964687436,0.42297609033080646,0.5997975469310315,positive
0.5652488132308959,0.4785071206146241,0.175,0.9569253560307311,0.3880770175074768,0.21258651166030892,0.27599525292358396,positive
0.5833801731887386,0.475,0.18830991340563066,1.088595764916929,0.4846852742155029,0.22484244451776259,0.3116900865943693,positive
0.6161079757303172,0.49647965250935167,0.1772230060674207,1.2475497551010868,0.4932370044119613,0.3000518714831227,0.35,positive
0.6445809905262164,0.5331285142106754,0.1772904952631082,1.5961954478941902,0.6132570284213508,0.30467028036769067,0.5001954478941903,positive
0.525,0.41190581246185387,0.16801202097320245,0.8730470937690731,0.348843883526607,0.20306132091216864,0.2157996039505053,positive
0.6367775113590439,0.5107110045436176,0.2199168664807171,1.726884711008169,0.5947932641369579,0.31481852915110276,0.7140997602231395,positive
0.6683766909531623,0.536606331128313,0.1819343885213855,1.691769209727107,0.6446826770521527,0.36239309382281587,0.5407358562936896,positive
0.6169425821651249,0.4971790811638034,0.16511824949933923,1.6006452515019822,0.5759442890799193,0.31118578536935376,0.38606424549405316,positive
0.627308937419286,0.48615446870964296,0.1869227656451785,1.3770786506692592,0.5235762227016517,0.2610408428143843,0.4623069141129463,positive
0.525,0.4122620652265202,0.16670576083609256,0.8728689673867399,0.34703886951896423,0.2023250651985249,0.21781836961694784,positive
0.5312350603986634,0.4399933601771837,0.18875829977852035,0.9563970774108641,0.3093605583853746,0.1991440894905968,0.34626161968992847,positive
0.5454230014542744,0.4457402525449802,0.175,0.9163777280176193,0.3738172510907058,0.21108460029085488,0.24074025254498016,positive
0.658893952790902,0.503893952790902,0.19557581116360795,1.5829399700087856,0.4912560029991214,0.30076056051093325,0.5735004420997656,positive
0.4990751005997485,0.40389012071969826,0.13981502011994973,0.6695414305669236,0.26313170321149204,0.12316759053977369,0.24852016095959764,positive
0.4988811867937323,0.40444059339686617,0.14055940660313387,0.6739475252825071,0.262174996654174,0.12492302089517088,0.2499720296698433,positive
0.5634229275452597,0.45322579348841724,0.15098567028421264,0.822609334408215,0.3647437257261047,0.16089248694568828,0.2578315253747322,positive
0.533249117236794,0.448249117236794,0.18911150345031377,0.968289202760251,0.324998234473588,0.21394163724122647,0.33144601380125505,positive
0.5220099326966267,0.4216361742837049,0.12149503365168668,0.8520355494199314,0.2776411406320183,0.17256142260112062,0.28289859015448826,positive
0.545,0.4059028767256367,0.16958273964617998,0.9606784380713753,0.26662589053073,0.2050136712035993,0.36735972584108667,positive
0.6744424646251317,0.5129616430834212,0.1843205476944737,1.373590687363605,0.5252821907778948,0.279003563674763,0.4341986307638157,positive
0.5428872074397011,0.4121127925602989,0.14922558512059791,0.8814511702411958,0.3030774414879402,0.19747895479220928,0.3138030266085381,positive
0.579490810321213,0.455,0.155509189678787,0.8388762185010059,0.3159165414218166,0.13909405462525148,0.32,positive
0.537435506681171,0.417564493318829,0.160128986637658,0.903257973275316,0.3019871013362342,0.2012951453231803,0.3236160879738922,positive
0.470946980147451,0.3589204702211765,0.13297349007372553,0.5472254723196865,0.20133902716956867,0.11102842319905887,0.16689396029490203,positive
0.6137801902311735,0.5003780190231173,0.2369758478150612,1.64113055624683,0.5285600268896321,0.3316648573266199,0.6839516956301224,positive
0.6598552912258269,0.5242764561291342,0.20427645612913417,1.367918145986897,0.5007170631612596,0.2916656603611965,0.4110129614192121,positive
0.6447213324455672,0.48806534309876115,0.15611467021773132,1.4935701478926986,0.5934785396364731,0.3097149260536508,0.3852946835342238,positive
0.6215974975830112,0.5058239240827351,0.16711321324986195,1.5946603602504141,0.5862516017909535,0.30307293278389474,0.4040189192487576,positive
0.4870693602351603,0.38344893372526717,0.14,0.6730689786745053,0.22405297407800762,0.1291722559059359,0.20258765419558777,positive
0.6487819759414029,0.4968909879707014,0.1815545060146493,1.4068724916186963,0.5114976385329609,0.3021080289879329,0.44888626503662327,positive
0.6179775118310814,0.4929775118310814,0.16180899526756745,1.11208198052419,0.4045089663268923,0.25801907153256814,0.32521349290135115,positive
0.6532891547415068,0.49828915474150676,0.1817108452584932,1.3968517866824237,0.5030385487503697,0.3212710923485962,0.42789154741506774,positive
0.6157401526943098,0.4807401526943098,0.1896299236528451,1.3582236335336564,0.5304444885479267,0.2379070839818704,0.47055511452073234,positive
0.6429813493924103,0.5072051566834871,0.16307460243035893,1.5221058699644716,0.6058324193138871,0.2954470650177642,0.41835436154420497,positive
0.642300088372877,0.5365498674406844,0.1761500441864385,1.5836504860508236,0.6200997348813689,0.2879056495406462,0.4876504860508237,positive
0.5425886622844545,0.41,0.14861700657331836,0.8731205668857773,0.3101311787177503,0.19732623574355007,0.2973404769933857,positive
0.6073066379429777,0.4823066379429777,0.16538476600814606,1.0881140591283147,0.3922687487739327,0.23788241628106774,0.3342324260896065,positive
0.7389257755175628,0.5774072193969535,0.1960742244824372,2.0191494642213255,0.7847318781324201,0.42515526225924744,0.7129068585191203,positive
0.5666993748188403,0.4783006251811597,0.18179749927536132,0.9816409348731848,0.41399062228260497,0.20667306338768238,0.285196248913042,positive
0.6405046645694248,0.5082569968541372,0.18275233228471238,1.3439270545026636,0.5190916037750354,0.26762870937875105,0.5070186582776991,positive
0.7174840208081216,0.5560786195520635,0.21196069022396827,2.1083871859413277,0.6422879517857248,0.39384987235926716,0.9844127526483331,positive
0.5689648381759286,0.44081193479762254,0.1518470966216939,0.8480080973308173,0.311374161114948,0.1566291944252601,0.3168470966216939,positive
0.6365796516950135,0.49078982584750674,0.18460508707624662,1.3899417667268312,0.5183614459215549,0.2787710838667133,0.4565127176906166,positive
0.6560463841758052,0.5010463841758052,0.18418553670322071,1.4604945195596228,0.5035005480440378,0.3104422938022624,0.479530677801571,positive
0.645,0.5122498998827172,0.17884366239737756,1.7066585753132038,0.6677997196716082,0.36411543352569664,0.39021871245601897,positive
0.6350356550574804,0.5156472844109252,0.20244651741377945,1.6319857379770077,0.5726829394684055,0.34075891376437006,0.5898573797700786,positive
0.5694298887411808,0.47557011125881904,0.19271955496472376,1.0212333867471237,0.45494833111771404,0.19329354516821343,0.3015793324470856,positive
0.5373172637636461,0.41,0.15652410435453085,0.8733841368118177,0.32462752464997324,0.20022550492999466,0.26966563475914196,positive
0.6395168236360865,0.5133520262623184,0.1753408105049273,1.6236704052524635,0.5859344249492023,0.3415880065655796,0.4857376997968096,positive
0.565,0.47938998046108655,0.1748779960922173,0.9557677605313948,0.387365363657621,0.21356035388816424,0.2760980351700442,positive
0.5424019774780187,0.41194851689148604,0.14175247184752324,0.8721556426803561,0.3007720763519195,0.1934019774780186,0.3074019774780186,positive
0.6345746117829922,0.4995746117829923,0.18021269410850385,1.3130209317208186,0.5290319041162757,0.24826603648064574,0.48468095883724416,positive
0.562494033453684,0.44936157527078896,0.166867541817105,0.9023025060349207,0.3371760143983417,0.161011933092632,0.318747016726842,positive
0.6258681140208163,0.5211574853610885,0.20561908628823122,1.604445463484068,0.5822490277325851,0.30091249198927206,0.5762785161841494,positive
0.48591398452230655,0.3815233075371776,0.14,0.6730304661507436,0.22039428432063743,0.12963440619107738,0.19835127658179072,positive
0.6828965750407615,0.5199391617886833,0.19,1.3268504957153928,0.5444787066260391,0.23390547543901852,0.4300608382113167,positive
